"flatBoolConstraints","Average stack size (kbytes)","peakMem","boolVariables","method","backjumps","flatBoolVars","floatVariables","flatSetVars","Maximum resident set size (kbytes)","setVariables","evaluatedHalfReifiedConstraints","flatFloatConstraints","intVariables","File system inputs","failures","Elapsed (wall clock) time (h:mm:ss or m:ss)","problem","flatFloatVars","Signals delivered","File system outputs","evaluatedReifiedConstraints","nodes","compileTime","Average unshared data size (kbytes)","Major (requiring I/O) page faults","Involuntary context switches","propagators","Exit status","Swaps","Average total size (kbytes)","restarts","User time (seconds)","peakDepth","nogoods","Average shared text size (kbytes)","Minor (reclaiming a frame) page faults","Socket messages received","iteration","flatIntVars","Average resident set size (kbytes)","Socket messages sent","status","initTime","data_file","System time (seconds)","paths","flatTime","flatIntConstraints","eliminatedLinearConstraints","Voluntary context switches","variables","solveTime","propagations","Page size (bytes)","model","Percent of CPU this job got","Command being timed","flatSetConstraints","eliminatedImplications"
"15","0","","","minimize","","80","","","9644","","","","","0","","0:00.02","stack-cuttingstock","","0","112","50","","0:00:00.045776","0","0","9","","0","0","0","","0.02","","","0","1107","0","5","199","0","0","","","stack-cuttingstock/d3.dzn","0.00","","0:00:00.000871","282","","29","","","","4096","stack-cuttingstock/stack-cutstock-cumu.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn stack-cuttingstock/d3.dzn""","",""
"15","0","","","minimize","","80","","","9716","","","","","0","","0:00.02","stack-cuttingstock","","0","112","50","","0:00:00.045776","0","0","9","","0","0","0","","0.02","","","0","1109","0","6","199","0","0","","","stack-cuttingstock/d3.dzn","0.00","","0:00:00.000870","282","","29","","","","4096","stack-cuttingstock/stack-cutstock-cumu.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn stack-cuttingstock/d3.dzn""","",""
"15","0","","","minimize","","80","","","9456","","","","","0","","0:00.02","stack-cuttingstock","","0","112","50","","0:00:00.045776","0","0","9","","0","0","0","","0.01","","","0","1106","0","7","199","0","0","","","stack-cuttingstock/d3.dzn","0.00","","0:00:00.000875","282","","29","","","","4096","stack-cuttingstock/stack-cutstock-cumu.mzn","84%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn stack-cuttingstock/d3.dzn""","",""
"15","0","","","minimize","","80","","","9584","","","","","0","","0:00.02","stack-cuttingstock","","0","112","50","","0:00:00.045776","0","0","9","","0","0","0","","0.01","","","0","1108","0","8","199","0","0","","","stack-cuttingstock/d3.dzn","0.00","","0:00:00.000870","282","","29","","","","4096","stack-cuttingstock/stack-cutstock-cumu.mzn","84%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn stack-cuttingstock/d3.dzn""","",""
"15","0","","","minimize","","80","","","9652","","","","","0","","0:00.02","stack-cuttingstock","","0","112","50","","0:00:00.045776","0","0","9","","0","0","0","","0.01","","","0","1110","0","9","199","0","0","","","stack-cuttingstock/d3.dzn","0.00","","0:00:00.000877","282","","29","","","","4096","stack-cuttingstock/stack-cutstock-cumu.mzn","84%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn stack-cuttingstock/d3.dzn""","",""
"15","0","","","minimize","","80","","","9580","","","","","0","","0:00.02","stack-cuttingstock","","0","112","50","","0:00:00.045776","0","0","9","","0","0","0","","0.01","","","0","1107","0","10","199","0","0","","","stack-cuttingstock/d3.dzn","0.00","","0:00:00.000885","282","","29","","","","4096","stack-cuttingstock/stack-cutstock-cumu.mzn","84%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn stack-cuttingstock/d3.dzn""","",""
"90","0","","","minimize","","460","","","12244","","","","","8","","0:00.04","stack-cuttingstock","","0","552","280","","0:00:00.045776","0","0","9","","0","0","0","","0.03","","","0","1766","0","1","1061","0","0","","","stack-cuttingstock/d8.dzn","0.00","","0:00:00.004127","1478","","38","","","","4096","stack-cuttingstock/stack-cutstock-cumu.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn stack-cuttingstock/d8.dzn""","",""
"90","0","","","minimize","","460","","","12224","","","","","0","","0:00.04","stack-cuttingstock","","0","552","280","","0:00:00.045776","0","0","9","","0","0","0","","0.03","","","0","1767","0","2","1061","0","0","","","stack-cuttingstock/d8.dzn","0.00","","0:00:00.004112","1478","","36","","","","4096","stack-cuttingstock/stack-cutstock-cumu.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn stack-cuttingstock/d8.dzn""","",""
"90","0","","","minimize","","460","","","12128","","","","","0","","0:00.04","stack-cuttingstock","","0","552","280","","0:00:00.045776","0","0","9","","0","0","0","","0.01","","","0","1764","0","3","1061","0","0","","","stack-cuttingstock/d8.dzn","0.01","","0:00:00.004116","1478","","36","","","","4096","stack-cuttingstock/stack-cutstock-cumu.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn stack-cuttingstock/d8.dzn""","",""
"90","0","","","minimize","","460","","","12152","","","","","0","","0:00.04","stack-cuttingstock","","0","552","280","","0:00:00.045776","0","0","9","","0","0","0","","0.03","","","0","1764","0","4","1061","0","0","","","stack-cuttingstock/d8.dzn","0.00","","0:00:00.004136","1478","","34","","","","4096","stack-cuttingstock/stack-cutstock-cumu.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn stack-cuttingstock/d8.dzn""","",""
"90","0","","","minimize","","460","","","12180","","","","","0","","0:00.04","stack-cuttingstock","","0","552","280","","0:00:00.045776","0","0","10","","0","0","0","","0.03","","","0","1765","0","5","1061","0","0","","","stack-cuttingstock/d8.dzn","0.00","","0:00:00.004122","1478","","35","","","","4096","stack-cuttingstock/stack-cutstock-cumu.mzn","90%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn stack-cuttingstock/d8.dzn""","",""
"90","0","","","minimize","","460","","","12112","","","","","0","","0:00.04","stack-cuttingstock","","0","552","280","","0:00:00.045776","0","0","9","","0","0","0","","0.02","","","0","1765","0","6","1061","0","0","","","stack-cuttingstock/d8.dzn","0.01","","0:00:00.004117","1478","","35","","","","4096","stack-cuttingstock/stack-cutstock-cumu.mzn","90%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn stack-cuttingstock/d8.dzn""","",""
"90","0","","","minimize","","460","","","12180","","","","","0","","0:00.04","stack-cuttingstock","","0","552","280","","0:00:00.045776","0","0","9","","0","0","0","","0.02","","","0","1766","0","7","1061","0","0","","","stack-cuttingstock/d8.dzn","0.01","","0:00:00.004128","1478","","34","","","","4096","stack-cuttingstock/stack-cutstock-cumu.mzn","90%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn stack-cuttingstock/d8.dzn""","",""
"90","0","","","minimize","","460","","","12288","","","","","0","","0:00.04","stack-cuttingstock","","0","552","280","","0:00:00.045776","0","0","10","","0","0","0","","0.03","","","0","1767","0","8","1061","0","0","","","stack-cuttingstock/d8.dzn","0.00","","0:00:00.004111","1478","","34","","","","4096","stack-cuttingstock/stack-cutstock-cumu.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn stack-cuttingstock/d8.dzn""","",""
"90","0","","","minimize","","460","","","12136","","","","","0","","0:00.04","stack-cuttingstock","","0","552","280","","0:00:00.045776","0","0","9","","0","0","0","","0.03","","","0","1765","0","9","1061","0","0","","","stack-cuttingstock/d8.dzn","0.00","","0:00:00.004126","1478","","34","","","","4096","stack-cuttingstock/stack-cutstock-cumu.mzn","92%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn stack-cuttingstock/d8.dzn""","",""
"90","0","","","minimize","","460","","","12064","","","","","0","","0:00.04","stack-cuttingstock","","0","552","280","","0:00:00.045776","0","0","9","","0","0","0","","0.02","","","0","1763","0","10","1061","0","0","","","stack-cuttingstock/d8.dzn","0.01","","0:00:00.004134","1478","","34","","","","4096","stack-cuttingstock/stack-cutstock-cumu.mzn","86%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn stack-cuttingstock/d8.dzn""","",""
"60","0","","","minimize","","312","","","11244","","","","","8","","0:00.03","stack-cuttingstock","","0","384","192","","0:00:00.045776","0","0","10","","0","0","0","","0.02","","","0","1507","0","1","733","0","0","","","stack-cuttingstock/d5.dzn","0.00","","0:00:00.003048","1018","","35","","","","4096","stack-cuttingstock/stack-cutstock-cumu.mzn","89%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn stack-cuttingstock/d5.dzn""","",""
"60","0","","","minimize","","312","","","11060","","","","","0","","0:00.03","stack-cuttingstock","","0","384","192","","0:00:00.045776","0","0","9","","0","0","0","","0.02","","","0","1503","0","2","733","0","0","","","stack-cuttingstock/d5.dzn","0.01","","0:00:00.002987","1018","","33","","","","4096","stack-cuttingstock/stack-cutstock-cumu.mzn","91%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn stack-cuttingstock/d5.dzn""","",""
"60","0","","","minimize","","312","","","11308","","","","","0","","0:00.03","stack-cuttingstock","","0","384","192","","0:00:00.045776","0","0","9","","0","0","0","","0.02","","","0","1507","0","3","733","0","0","","","stack-cuttingstock/d5.dzn","0.00","","0:00:00.002991","1018","","32","","","","4096","stack-cuttingstock/stack-cutstock-cumu.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn stack-cuttingstock/d5.dzn""","",""
"60","0","","","minimize","","312","","","11056","","","","","0","","0:00.03","stack-cuttingstock","","0","384","192","","0:00:00.045776","0","0","9","","0","0","0","","0.02","","","0","1505","0","4","733","0","0","","","stack-cuttingstock/d5.dzn","0.00","","0:00:00.003000","1018","","33","","","","4096","stack-cuttingstock/stack-cutstock-cumu.mzn","91%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn stack-cuttingstock/d5.dzn""","",""
"60","0","","","minimize","","312","","","11152","","","","","0","","0:00.03","stack-cuttingstock","","0","384","192","","0:00:00.045776","0","0","9","","0","0","0","","0.02","","","0","1505","0","5","733","0","0","","","stack-cuttingstock/d5.dzn","0.00","","0:00:00.003005","1018","","32","","","","4096","stack-cuttingstock/stack-cutstock-cumu.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn stack-cuttingstock/d5.dzn""","",""
"60","0","","","minimize","","312","","","11304","","","","","0","","0:00.03","stack-cuttingstock","","0","384","192","","0:00:00.045776","0","0","9","","0","0","0","","0.03","","","0","1507","0","6","733","0","0","","","stack-cuttingstock/d5.dzn","0.00","","0:00:00.003019","1018","","31","","","","4096","stack-cuttingstock/stack-cutstock-cumu.mzn","91%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn stack-cuttingstock/d5.dzn""","",""
"60","0","","","minimize","","312","","","11248","","","","","0","","0:00.03","stack-cuttingstock","","0","384","192","","0:00:00.045776","0","0","9","","0","0","0","","0.02","","","0","1506","0","7","733","0","0","","","stack-cuttingstock/d5.dzn","0.00","","0:00:00.002983","1018","","32","","","","4096","stack-cuttingstock/stack-cutstock-cumu.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn stack-cuttingstock/d5.dzn""","",""
"60","0","","","minimize","","312","","","11184","","","","","0","","0:00.03","stack-cuttingstock","","0","384","192","","0:00:00.045776","0","0","9","","0","0","0","","0.02","","","0","1505","0","8","733","0","0","","","stack-cuttingstock/d5.dzn","0.00","","0:00:00.002957","1018","","31","","","","4096","stack-cuttingstock/stack-cutstock-cumu.mzn","91%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn stack-cuttingstock/d5.dzn""","",""
"60","0","","","minimize","","312","","","11176","","","","","0","","0:00.03","stack-cuttingstock","","0","384","192","","0:00:00.045776","0","0","9","","0","0","0","","0.02","","","0","1505","0","9","733","0","0","","","stack-cuttingstock/d5.dzn","0.00","","0:00:00.002969","1018","","31","","","","4096","stack-cuttingstock/stack-cutstock-cumu.mzn","91%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn stack-cuttingstock/d5.dzn""","",""
"60","0","","","minimize","","312","","","11052","","","","","0","","0:00.03","stack-cuttingstock","","0","384","192","","0:00:00.045776","0","0","9","","0","0","0","","0.02","","","0","1504","0","10","733","0","0","","","stack-cuttingstock/d5.dzn","0.00","","0:00:00.003003","1018","","31","","","","4096","stack-cuttingstock/stack-cutstock-cumu.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn stack-cuttingstock/d5.dzn""","",""
"60","0","","","minimize","","312","","","11168","","","","","8","","0:00.03","stack-cuttingstock","","0","384","192","","0:00:00.045776","0","0","9","","0","0","0","","0.02","","","0","1504","0","1","733","0","0","","","stack-cuttingstock/d7.dzn","0.00","","0:00:00.002992","1018","","35","","","","4096","stack-cuttingstock/stack-cutstock-cumu.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn stack-cuttingstock/d7.dzn""","",""
"60","0","","","minimize","","312","","","11192","","","","","0","","0:00.03","stack-cuttingstock","","0","384","192","","0:00:00.045776","0","0","9","","0","0","0","","0.02","","","0","1506","0","2","733","0","0","","","stack-cuttingstock/d7.dzn","0.00","","0:00:00.002991","1018","","33","","","","4096","stack-cuttingstock/stack-cutstock-cumu.mzn","91%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn stack-cuttingstock/d7.dzn""","",""
"60","0","","","minimize","","312","","","11124","","","","","0","","0:00.03","stack-cuttingstock","","0","384","192","","0:00:00.045776","0","0","9","","0","0","0","","0.02","","","0","1503","0","3","733","0","0","","","stack-cuttingstock/d7.dzn","0.00","","0:00:00.002991","1018","","31","","","","4096","stack-cuttingstock/stack-cutstock-cumu.mzn","86%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn stack-cuttingstock/d7.dzn""","",""
"60","0","","","minimize","","312","","","11180","","","","","0","","0:00.03","stack-cuttingstock","","0","384","192","","0:00:00.045776","0","0","9","","0","0","0","","0.02","","","0","1505","0","4","733","0","0","","","stack-cuttingstock/d7.dzn","0.00","","0:00:00.003003","1018","","31","","","","4096","stack-cuttingstock/stack-cutstock-cumu.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn stack-cuttingstock/d7.dzn""","",""
"60","0","","","minimize","","312","","","11308","","","","","0","","0:00.03","stack-cuttingstock","","0","384","192","","0:00:00.045776","0","0","9","","0","0","0","","0.02","","","0","1509","0","5","733","0","0","","","stack-cuttingstock/d7.dzn","0.00","","0:00:00.002957","1018","","32","","","","4096","stack-cuttingstock/stack-cutstock-cumu.mzn","91%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn stack-cuttingstock/d7.dzn""","",""
"60","0","","","minimize","","312","","","11116","","","","","0","","0:00.03","stack-cuttingstock","","0","384","192","","0:00:00.045776","0","0","9","","0","0","0","","0.02","","","0","1506","0","6","733","0","0","","","stack-cuttingstock/d7.dzn","0.00","","0:00:00.002985","1018","","31","","","","4096","stack-cuttingstock/stack-cutstock-cumu.mzn","91%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn stack-cuttingstock/d7.dzn""","",""
"60","0","","","minimize","","312","","","11268","","","","","0","","0:00.03","stack-cuttingstock","","0","384","192","","0:00:00.045776","0","0","9","","0","0","0","","0.03","","","0","1507","0","7","733","0","0","","","stack-cuttingstock/d7.dzn","0.00","","0:00:00.002997","1018","","32","","","","4096","stack-cuttingstock/stack-cutstock-cumu.mzn","89%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn stack-cuttingstock/d7.dzn""","",""
"60","0","","","minimize","","312","","","11236","","","","","0","","0:00.03","stack-cuttingstock","","0","384","192","","0:00:00.045776","0","0","9","","0","0","0","","0.02","","","0","1507","0","8","733","0","0","","","stack-cuttingstock/d7.dzn","0.00","","0:00:00.003007","1018","","30","","","","4096","stack-cuttingstock/stack-cutstock-cumu.mzn","91%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn stack-cuttingstock/d7.dzn""","",""
"60","0","","","minimize","","312","","","11176","","","","","0","","0:00.03","stack-cuttingstock","","0","384","192","","0:00:00.045776","0","0","9","","0","0","0","","0.02","","","0","1506","0","9","733","0","0","","","stack-cuttingstock/d7.dzn","0.00","","0:00:00.003005","1018","","32","","","","4096","stack-cuttingstock/stack-cutstock-cumu.mzn","86%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn stack-cuttingstock/d7.dzn""","",""
"60","0","","","minimize","","312","","","11232","","","","","0","","0:00.03","stack-cuttingstock","","0","384","192","","0:00:00.045776","0","0","10","","0","0","0","","0.02","","","0","1506","0","10","733","0","0","","","stack-cuttingstock/d7.dzn","0.00","","0:00:00.003005","1018","","31","","","","4096","stack-cuttingstock/stack-cutstock-cumu.mzn","88%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn stack-cuttingstock/d7.dzn""","",""
